日経平均,-1,-1,100,名詞,固有名詞,一般,*,*,*,日経平均,ニッケイヘイキン,ニッケイヘイキン
東証１,-1,-1,100,名詞,固有名詞,一般,*,*,*,東証１,,
東証２,-1,-1,100,名詞,固有名詞,一般,*,*,*,東証２,,
東証ｍ,-1,-1,100,名詞,固有名詞,一般,*,*,*,東証ｍ,,
名証,-1,-1,100,名詞,固有名詞,一般,*,*,*,名証,,
M＆A,-1,-1,100,名詞,固有名詞,一般,*,*,*,M＆A,,
(,-1,-1,100,名詞,固有名詞,一般,*,*,*,(,,
),-1,-1,100,名詞,固有名詞,一般,*,*,*,),,
やんす,-1,-1,100,名詞,固有名詞,一般,*,*,*,やんす,,
